Pico001,1000000,Long Corporation,6290000,https://pico.vn/41046/may-giat-toshiba-8-kg-awk905dvsg--mau-ghi.html,WashingMachine,human
MediaMart00493,Laptop HP ProBook 450 G6 5YN02PA Core i5,HP,16990000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-450-g6-5yn02pa-w10-i58265u-4gb-500gb-156.htm,Laptop,no color,14'
MediaMart00494,Laptop HP Probook 450 G6 5YM80PA Core i5 | RAM 8GB,HP,17490000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-450-g6-5ym80pa-i58265u-8g-1t-156.htm,Laptop,no color,14'
MediaMart00495,Laptop HP ProBook 450 G6 5YM79PA Core i5,HP,15990000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-450-g6-5ym79pa-i58265u-4gb-500gb-156.htm,Laptop,no color,14'
MediaMart00496,Laptop HP ProBook 440 G6 6FL65PA Core i7 | SSD 128GB,HP,24590000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-440-g6-6fl65pa-i78565u-8gb-1tb-128gssd-vga2gb-14fhd.htm,Laptop,no color,14'
MediaMart00497,Laptop HP ProBook 440 G6 5YM64PA Core i5,HP,16290000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-440-g6-5ym64pa-i58265u-4g-500g-14.htm,Laptop,no color,14'
MediaMart00498,Laptop HP ProBook 440 G6 5YM73PA Core i7 | SSD 128GB,HP,22990000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-440-g6-5ym73pa-i78565u-8gb-128gssd-1tb-14fhd.htm,Laptop,no color,14'
MediaMart00499,Laptop HP ProBook 450 G6 6FH07PA Cor i7/ SSD 128GB,HP,24990000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-450-g6-6fh07pa-i78565u-8gb-128gssd-1tb-vga2gb-156fhd.htm,Laptop,no color,14'
MediaMart00500,Laptop HP Probook 450 G6 6FG98PA Core i5/ SSD 256GB/ VGA 2GB,HP,18590000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-450-g6-6fg98pa-i58265u-4g-256gssd-156fhd-2g_mx130.htm,Laptop,no color,14'
MediaMart00501,Laptop HP ProBook 450 G6 6FG97PA Core i5 VGA2GB,HP,20490000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-450-g6-6fg97pa-i58265u-4gb-500gb-vga2gb-156fhd.htm,Laptop,no color,14'
MediaMart00502,Laptop HP Spectre x360 13-ap0087TU 5PN12PA Core i7/ Win 10,HP,42990000,https://mediamart.vn/laptop/hp/laptop-hp-spectre-x360-13ap0087tu-5pn12pa-w10-i78565u-8gb-256gssd-133fhd-touch.htm,Laptop,no color,14'
MediaMart00503,Laptop HP Probook 450 G6 6FG83PA Core i7 | SSD 256GB,HP,23990000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-450-g6-6fg83pa-i78565u-8g-256gssd-156fhd-2g_930mx.htm,Laptop,no color,14'
MediaMart00525,Microsoft Surface Pro Core i5 Kabylake Win 10,Microsort,27990000,https://mediamart.vn/laptop/microsoft/microsoft-surface-pro-core-i5-kabylake-win-10.htm,Laptop,no color,14'
MediaMart00526,Microsoft Surface Pro Core i5 Kabylake Win10 Pro (Silver),Microsort,20490000,https://mediamart.vn/laptop/microsoft/microsoft-surface-pro-core-i5-kabylake-win10.htm,Laptop,Silver,14'
MediaMart00527,Laptop Dell Inspiron 5482 C4TI7007W Core i7 Kabylake R Win 10,Dell,25490000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-5482-c4ti7007w-core-i7-kabylake-r-win-10.htm,Laptop,no color,14'
MediaMart00528,Laptop ASUS A510UF-EJ586T Core i7 Kabylake R VGA 2GB Win 10,Asus,17990000,https://mediamart.vn/laptop/asus/laptop-asus-a510ufej586t-core-i7-kabylake-r-vga-2gb-win-10.htm,Laptop,no color,14'
MediaMart00529,Laptop HP 14-ck0066TU 4ME76PA,HP,6990000,https://mediamart.vn/laptop/hp/laptop-hp-14ck0066tu-4me76pa1.htm,Laptop,no color,14'
MediaMart00530,Laptop HP Pavilion 14-ce0027TU 4PA64PA windows 10,HP,12290000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-14ce0027tu-4pa64pa.htm,Laptop,no color,14'
MediaMart00531,Laptop Lenovo IDP 330 -14IKBR (81G2007BVN),Lenovo,11490000,https://mediamart.vn/laptop/lenovo/laptop-lenovo&#160;idp-330-14ikbr-81g2007bvn-i58250u4gb1tb14hd-black.htm,Laptop,Black,14'
MediaMart00532,Laptop ASUS X407UF-BV056T Core i5 Kabylake R Win 10 VGA 2GB,Asus,13590000,https://mediamart.vn/laptop/asus/laptop-asus-x407ufbv056t-core-i5-kabylake-r-win-10-vga-2gb.htm,Laptop,no color,14'
MediaMart00533,Apple Macbook Air Retina 2018(MRE82) 13.3"/i5 1.6Ghz/8GB/SSD 128GB_Gray Space,Apple Macbook,27990000,https://mediamart.vn/laptop/macbook/apple-macbook-air-rentina-2018mre82-133i5-16ghz8gbssd-128gb_gray-space.htm,Laptop,Grey,13.3'
MediaMart00534,Apple Macbook Air Retina 2018(MREA2) 13.3"/i5 1.6Ghz/8GB/SSD 128GB_Silver,Apple Macbook,27990000,https://mediamart.vn/laptop/macbook/apple-macbook-air-rentina-2018mrea2-133i5-16ghz8gbssd-128gb_silver.htm,Laptop,Silver,13.3'
MediaMart00535,Apple Macbook Air Retina 2018(MREE2) 13.3"/i5 1.6Ghz/8GB/SSD 128GB_Gold,Apple Macbook,32990000,https://mediamart.vn/laptop/macbook/apple-macbook-air-rentina-2018mree2-133i5-16ghz8gbssd-128gb_gold.htm,Laptop,Gold,13.3'
MediaMart00536,Apple Macbook Air Retina 2018(MRE92) 13.3"/i5 1.6Ghz/8GB/SSD 256GB_Gray Space,Apple Macbook,36990000,https://mediamart.vn/laptop/macbook/apple-macbook-air-rentina-2018mre92-133i5-16ghz8gbssd-256gb_gray-space.htm,Laptop,Grey,13.3'
MediaMart00537,Laptop ASUS UX433FA-A6061T Blue windows 10,Asus,21990000,https://mediamart.vn/laptop/asus/laptop-asus-ux433faa6061t.htm,Laptop,Blue,14'
MediaMart00538,Laptop ASUS UX333FA-A4011T Win 10 Xanh,Asus,21990000,https://mediamart.vn/laptop/asus/laptop-asus-ux333faa4011t.htm,Laptop,Blue,14'
MediaMart00539,Laptop ASUS UX333FA-A4016T Win 10 Xanh,Asus,21290000,https://mediamart.vn/laptop/asus/laptop-asus-ux333faa4016t.htm,Laptop,Blue,14'
MediaMart00540,Laptop ASUS UX333FA-A4115T Win 10 Bạc,Asus,25990000,https://mediamart.vn/laptop/asus/laptop-asus-ux333faa4115t.htm,Laptop,Silver,14'
MediaMart00541,Laptop ASUS UX333FN-A4124T Win 10 MX150 2GB,Asus,23990000,https://mediamart.vn/laptop/asus/laptop-asus-ux333fna4124t.htm,Laptop,no color,14'
MediaMart00542,Laptop ASUS UX333FN-A4125T Bạc Win 10 VGA 2GB,Asus,23990000,https://mediamart.vn/laptop/asus/laptop-asus-ux333fna4125t.htm,Laptop,Silver,14'
MediaMart00543,Laptop ASUS X507MA-BR072T Win 10 Xám,Asus,6490000,https://mediamart.vn/laptop/asus/laptop-asus-x507mabr072t.htm,Laptop,Grey,14'
MediaMart00544,Laptop LG Gram 13ZD980-G.AX52A5 Core i5-8250U Kabylake R,LG,26790000,https://mediamart.vn/laptop/lg/laptop-lg-gram-13zd980gax52a5.htm,Laptop,no color,14'
MediaMart00545,Laptop LG GRAM 14ZD980-G.AX52A5 Core i5-8250U Kabylake R,LG,27990000,https://mediamart.vn/laptop/lg/laptop-lg-gram-14zd980gax52a5.htm,Laptop,no color,14'
MediaMart00546,Laptop LG GRAM 14Z980-G.AH52A5 Win 10,LG,31390000,https://mediamart.vn/laptop/lg/laptop-lg-gram-14z980gah52a5.htm,Laptop,no color,14'
MediaMart00547,Laptop LG GRAM 15Z980-G.AH55A5 windows 10,LG,35990000,https://mediamart.vn/laptop/lg/laptop-lg-gram-15z980gah55a5.htm,Laptop,no color,14'
MediaMart00548,Laptop DELL Inspiron 5480 (N5480A) W10+O365,Dell,18990000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-5480-n5480a.htm,Laptop,no color,14'
MediaMart00549,Laptop HP Probook 430 G6 6JG02PA,HP,16790000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-430-g6-6jg02pa.htm,Laptop,no color,14'
MediaMart00550,Laptop HP Probook 430 G6 5YM98PA Win 10,HP,17490000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-430-g6-5ym98pa.htm,Laptop,no color,14'
MediaMart00551,Laptop HP Probook 430 G6 5YN01PA,HP,21990000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-430-g6-5yn01pa.htm,Laptop,no color,14'
MediaMart00552,Laptop HP Probook 430 G6 6FG88PA,HP,22590000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-430-g6-6fg88pa.htm,Laptop,no color,14'
MediaMart00553,Laptop DELL Vostro 5481 P92G001 MX130 2G W10 Grey,Dell,19990000,https://mediamart.vn/laptop/dell/laptop-dell-vostro-5481-p92g001.htm,Laptop,Grey,14'
MediaMart00554,Laptop Acer Predator Helios PH315-52-7688(NH.Q54SV.002) Core i7 | SSD 256GB,Acer,44990000,https://mediamart.vn/laptop/acer/laptop-acer-predator-helios-ph315527688nhq54sv002.htm,Laptop,Red,14'
MediaMart00555,Laptop Acer Predator Helios PH315-52-78HH(NH.Q53SV.008) Core i7 | SSD 256G,Acer,36990000,https://mediamart.vn/laptop/acer/laptop-acer-predator-helios-ph3155278hhnhq53sv008.htm,Laptop,Red,14'
MediaMart00556,Laptop HP Pavilion x360 14-dh0104TU 6ZF32PA Vang W10,HP,16990000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-x360-14dh0104tu-6zf32pa.htm,Laptop,no color,14'
MediaMart00557,Laptop HP Pavilion x360 14-cd1020TU 5HV72PA Vang W10,HP,16990000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-x360-14cd1020tu-5hv72pa.htm,Laptop,no color,14'
MediaMart00559,Laptop HP Pavilion x360 14-dh0103TU 6ZF24PA Vang W10,HP,13590000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-x360-14dh0103tu-6zf24pa.htm,Laptop,no color,14'
MediaMart00560,Laptop HP Pavilion 15-cs2035TU 6YZ08PA Vang W10,HP,14290000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-15cs2035tu-6yz08pa.htm,Laptop,no color,15'
MediaMart00561,Laptop HP Pavilion 15-cs2034TU 6YZ06PA Vang W10,HP,15490000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-15cs2034tu-6yz06pa.htm,Laptop,no color,15'
MediaMart00562,Laptop HP Pavilion 14-ce2038TU 6YZ21PA Pink W10,HP,15490000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-14ce2038tu-6yz21pa.htm,Laptop,Pink,14'
MediaMart00563,Apple Macbook Air 13.3"/i7 2.2Ghz/8GB/SSD 128GB_Silver Z0UU3,Apple Macbook,25990000,https://mediamart.vn/laptop/macbook/apple-macbook-air-2017-133i7-22ghz8gbssd-128gb_silver-m0uu3.htm,Laptop,Silver,13.3'
MediaMart00564,Laptop Asus FX505GD-BQ012T Core i5 | RAM 8GB,Asus,21590000,https://mediamart.vn/laptop/asus/laptop-asus-fx505gdbq012t.htm,Laptop,no color,14'
MediaMart00565,Laptop HP EliteBook X360 1040 G5 5XD44PA Core i7 | SSD 256G,HP,44990000,https://mediamart.vn/laptop/hp/laptop-hp-elitebook-x360-1040-g5-5xd44pa.htm,Laptop,no color,14'
MediaMart00566,Laptop HP Probook 430 G6 5YN03PA,HP,20590000,https://mediamart.vn/laptop/hp-probook/laptop-hp-probook-430-g6-5yn03pa.htm,Laptop,no color,14'
MediaMart00567,Laptop HP EliteBook 1050 G1 5JJ71PA Core i7 | SSD 512GB,HP,43990000,https://mediamart.vn/laptop/hp/laptop-hp-elitebook-1050-g1-5jj71pa.htm,Laptop,no color,14'
MediaMart00568,Laptop ASUS A512FA-EJ099T Xanh W10,Asus,11990000,https://mediamart.vn/laptop/asus/laptop-asus-a512faej099t.htm,Laptop,Blue,14'
MediaMart00569,Laptop ASUS S430FA-EB070T Gun Metal W10,Asus,13290000,https://mediamart.vn/laptop/asus/laptop-asus-s430faeb070t.htm,Laptop,no color,14'
MediaMart00570,Laptop ASUS S530FN-BQ139T Core i7 | RAM 8GB,Asus,20990000,https://mediamart.vn/laptop/asus/laptop-asus-s530fnbq139t.htm,Laptop,no color,14'
MediaMart00571,Laptop ASUS UX333FA-A4181T Burgendy Red W10,Asus,21290000,https://mediamart.vn/laptop/asus/laptop-asus-ux333faa4181t.htm,Laptop,Red,14'
MediaMart00572,Laptop Dell Inspiron 3593 70197458 Core i5 | RAM 4GB,Dell,15890000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-3593-70197458-w10-i51035g1-4gb-1tb-dvdrw-2gb-mx230-156fhd.htm,Laptop,no color,14'
MediaMart00573,Laptop Dell Vostro 3490 70196712 Core i3 | RAM 4GB,Dell,12590000,https://mediamart.vn/laptop/dell/laptop-dell-vostro-3490-70196712-w10-i310110u-4gb-1tb-140.htm,Laptop,no color,14'
MediaMart00574,Laptop ASUS GX502GW-ES021T Win10,Asus,58990000,https://mediamart.vn/laptop/asus/laptop-asus-gx502gwes021t-win10.htm,Laptop,no color,14'
MediaMart00575,Laptop ASUS A512FA-EJ571T Bạc Win10,Asus,12190000,https://mediamart.vn/laptop/asus/laptop-asus-a512faej571t-bac-win10.htm,Laptop,Silver,14'
MediaMart00576,Laptop ASUS A512FA-EJ555T Cam san hô Win10,Asus,11890000,https://mediamart.vn/laptop/asus/laptop-asus-a512faej555t-do-win10.htm,Laptop,no color,14'
MediaMart00577,Laptop ASUS A512FA-EJ1170T Bạc Win10,Asus,12690000,https://mediamart.vn/laptop/asus/laptop-asus-a512faej1170t-bac-win10.htm,Laptop,Silver,14'
MediaMart00578,Laptop ASUS S431FA-EB075T Xanh Win10,Asus,17890000,https://mediamart.vn/laptop/asus/laptop-asus-s431faeb075t-xanh-win10.htm,Laptop,Blue,14'
MediaMart00579,Laptop ASUS S431FA-EB091T Green Win10,Asus,17890000,https://mediamart.vn/laptop/asus/laptop-asus-s431faeb091t-green-win10.htm,Laptop,Green,14'
MediaMart00580,Laptop ASUS X509FJ-EJ158T Bạc W10 / Core i7-8565U,Asus,18290000,https://mediamart.vn/laptop/asus/laptop-asus-x509fjej158t-bac-w10-core-i78565u.htm,Laptop,Silver,14'
MediaMart00581,Laptop ASUS D509DA-EJ116T Bạc W10 / AMD Ryzen3-3200U,Asus,9690000,https://mediamart.vn/laptop/asus/laptop-asus-d509daej116t-bac-w10-amd-ryzen33200u.htm,Laptop,Silver,14'
MediaMart00582,Laptop ASUS D570DD-E4050T Đen Win10,Asus,17490000,https://mediamart.vn/laptop/asus/laptop-asus-d570dde4050t-den-win10.htm,Laptop,Black,14'
MediaMart00583,Laptop ASUS A512FA-EJ1281T Bac W10 / Core i5-10210U / 15.6 FHD,Asus,17290000,https://mediamart.vn/laptop/asus/laptop-asus-a512faej1281t-bac-w10-core-i510210u-156-fhd.htm,Laptop,no color,14'
MediaMart00584,Laptop ASUS S531FA-BQ104T Bac W10 / Core i5-8265U,Asus,17690000,https://mediamart.vn/laptop/asus/laptop-asus-s531fabq104t-bac-w10-core-i58265u.htm,Laptop,no color,14'
MediaMart00585,Laptop ASUS D409DA-EK152T Bạc Win10,Asus,11990000,https://mediamart.vn/laptop/asus/laptop-asus-d409daek152t-bac-win10.htm,Laptop,Silver,14'
MediaMart00598,Điện thoại Nokia 8.1 Iron Steel,Nokia,5990000,https://mediamart.vn/smartphones/nokia/dien-thoai-nokia-81-iron-steel.htm,MobilePhone,no color
MediaMart00600,Điện thoại Samsung Galaxy J4 Core SM-J410F Gold,Samsung,2788000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-j4-core-smj410f-gold.htm,MobilePhone,Gold
MediaMart00610,Laptop ASUS X509UA-EJ116T Bạc Windows 10,Asus,10190000,https://mediamart.vn/laptop/asus/laptop-asus-x509uaej116t-bac-w10.htm,Laptop,Silver,14'
MediaMart00611,Laptop Dell Inspiron 3593 70197459 Đen Win10,Dell,22290000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-3593-70197459-den-win10.htm,Laptop,Black,14'
MediaMart00614,Máy giặt 7.5Kg Midea MAN-7507 lồng đứng,Midea,3290000,https://mediamart.vn/may-giat/midea/may-giat-75kg-midea-man7507-long-dung.htm,WashingMachine,upper door
MediaMart00617,Thiết bị tẩy rửa bằng sóng siêu âm Ultrasonic Washer Sharp UW-A1V-P (màu hồng),Sharp,2490000,https://mediamart.vn/may-giat-cam-tay/sharp/thiet-bi-tay-rua-bang-song-sieu-am-ultrasonic-washer-uwa1vp-mau-hong.htm,WashingMachine,upper door
MediaMart00618,Laptop Dell Vostro 5490 70197464 Window 10,Dell,24290000,https://mediamart.vn/laptop/dell/laptop-dell-vostro-5490-70197464-window-10.htm,Laptop,no color,14'
MediaMart00619,Laptop Dell XPS 15 7590 70196707 Window 10,Dell,46990000,https://mediamart.vn/laptop/dell/laptop-dell-xps-15-7590-70196707-window-10.htm,Laptop,no color,14'
MediaMart00620,Laptop Dell XPS 15 7590 70196708 Window 10,Dell,54990000,https://mediamart.vn/laptop/dell/laptop-dell-xps-15-7590-70196708-window-10.htm,Laptop,no color,14'
MediaMart00621,Laptop Dell XPS 15 7590 70196711 Window 10,Dell,68990000,https://mediamart.vn/laptop/dell/laptop-dell-xps-15-7590-70196711-window-10.htm,Laptop,no color,14'
MediaMart00622,Laptop Dell XPS 13 7390 70197462 Core i5 | SSD 256G,Dell,34990000,https://mediamart.vn/laptop/dell/laptop-dell-xps-13-7390-70197462-w10-of365-i510210u-8gb-256gbssd-133fhd.htm,Laptop,no color,14'
MediaMart00623,Laptop HP Pavilion 15-cs2120TX 8AG58PA Xám i5-8265U/W10,HP,16590000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-15cs2120tx-8ag58pa-xam-i58265uw10.htm,Laptop,Grey,15'
MediaMart00624,Laptop HP Probook 430 G6 8AZ18PA /i3-8145U,HP,13390000,https://mediamart.vn/laptop/hp/laptop-hp-probook-430-g6-8az18pa-i38145u.htm,Laptop,no color,14'
MediaMart00625,Laptop HP Probook 430 G6  8JG86PA i5-8265U/W10,HP,18990000,https://mediamart.vn/laptop/hp/laptop-hp-probook-430-g6&#160;-8jg86pa-i58265uw10.htm,Laptop,no color,14'
MediaMart00626,Laptop HP Probook 450 G6 8GV33PA-i5-8265U/Win10,HP,19990000,https://mediamart.vn/laptop/hp/laptop-hp-probook-450-g6-8gv33pai58265uwin10.htm,Laptop,no color,14'
MediaMart00627,Laptop HP Envy 13-aq1057TX 8XS68PA Vàng Win10,HP,29790000,https://mediamart.vn/laptop/hp/laptop-hp-envy-13aq1057tx-8xs68pa-vang-win10.htm,Laptop,Yellow,13'
MediaMart00628,Laptop HP Pavilion 15-cs3010TU 8QN78PA Xám Win10,HP,13590000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-15cs3010tu-8qn78pa-xam-win10.htm,Laptop,Grey,15'
MediaMart00629,Laptop HP Pavilion 15-cs3116TX 9AV24PA Vàng Win10,HP,16690000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-15cs3116tx-9av24pa-vang-win10.htm,Laptop,Yellow,15'
MediaMart00630,Laptop HP Pavilion 15-cs3061TX 8RE83PA Xám Win10,HP,18290000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-15cs3061tx-8re83pa-xam-win10.htm,Laptop,Grey,15'
MediaMart00630,Điện thoại Samsung Galaxy J6+ SM-J610FZRDXXV,Samsung,4690000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-j6-smj610fzrdxxv.htm,MobilePhone,no color
MediaMart00652,Điện thoại Itel P32 Ice Blue,iTel,1888000,https://mediamart.vn/smartphones/itel/dien-thoai-itel-p32-ice-blue.htm,MobilePhone,Blue
MediaMart00653,Điện thoại Wiko View 2 Go Đen,Wiko,2790000,https://mediamart.vn/smartphones/wiko/dien-thoai-wiko-view-2-go-den.htm,MobilePhone,Black
MediaMart00654,Điện thoại Oppo A7 Blue (DM),Oppo,4888000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-a7-blue-dm.htm,MobilePhone,Blue
MediaMart00655,Điện thoại Oppo A7 Gold,Oppo,4888000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-a7-gold.htm,MobilePhone,Gold
MediaMart00656,Điện thoại Oppo A7 Gold (DM),Oppo,4888000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-a7-gold-dm.htm,MobilePhone,Gold
MediaMart00657,Điện thoại Samsung Galaxy S9 Midnight Black,Samsung,9490000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-s9-midnight-black-dm.htm,MobilePhone,Black
MediaMart00658,Điện thoại Nokia 5.1 Plus Blue,Nokia,2790000,https://mediamart.vn/smartphones/nokia/dien-thoai-nokia-51-plus-blue.htm,MobilePhone,Blue
MediaMart00659,Điện thoại Nokia 5.1 Plus White,Nokia,2790000,https://mediamart.vn/smartphones/nokia/dien-thoai-nokia-51-plus-white.htm,MobilePhone,White
MediaMart00660,Điện thoại Samsung Galaxy J2 Prime - G532G Pink (DM),Samsung,1788000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-j2-prime-g532g-pink-dm.htm,MobilePhone,Pink
MediaMart00661,Điện thoại Samsung Galaxy J3 Pro - J330G Black (DM),Samsung,2788000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-j3-pro-j330g-black-dm.htm,MobilePhone,Black
MediaMart00662,Điện Thoại Samsung Galaxy Note 10 Lite 128GB Silver (DM),Samsung,13690000,https://mediamart.vn/smartphones/samsung/dien-thoai-di-dong-samsung-galaxy-note-10-lite-128gb-silver-dm.htm,MobilePhone,Silver
MediaMart00663,APPLE Iphone 7 Plus (32GB) Black,iPhone,10990000,https://mediamart.vn/smartphones/apple/apple-iphone-7-plus-32gb-black.htm,MobilePhone,Black
MediaMart00664,Điện thoại Samsung Galaxy J6+ SM-J610F/DS (DA),Samsung,3490000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-j6-smj610fds-da.htm,MobilePhone,no color
MediaMart00666,Điện thoại Xiaomi Redmi Note 6 Pro 64Gb Blue,Xiaomi,4988000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-xiaomi-redmi-note-6-pro-64gb-blue.htm,MobilePhone,Red
MediaMart00667,Điện thoại Samsung Galaxy A50 [64G] SM-A505F White,Samsung,4990000,https://mediamart.vn/smartphones/samsung/dtdd-samsung-galaxy-a50-sma505f-white.htm,MobilePhone,White
MediaMart00668,Điện thoại Samsung Galaxy S9 Plus Lilac Purple (DM),Samsung,10990000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-s9-plus-lilac-purple-dm.htm,MobilePhone,Purple
MediaMart00669,Điện thoại Samsung Galaxy A50 (128GB) SM-A505F Black,Samsung,7990000,https://mediamart.vn/smartphones/samsung/dtdd-samsung-galaxy-a50-128gb-sma505f-black.htm,MobilePhone,Black
MediaMart00670,Laptop HP Pavilion 15-cs3060TX 8RJ61PA Vàng Win10,HP,18290000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-15cs3060tx-8rj61pa-vang-win10.htm,Laptop,Yellow,15'
MediaMart00671,Máy giặt Aqua 10.5Kg AQW-FW105AT(N),Aqua,6470000,https://mediamart.vn/may-giat/aqua/may-giat-aqua-105kg-aqwfw105atn.htm,WashingMachine,upper door
MediaMart00673,Thiết bị tẩy rửa bằng sóng siêu âm Ultrasonic Washer Sharp UW-A1V-N (màu vàng),Sharp,2490000,https://mediamart.vn/may-giat-cam-tay/sharp/thiet-bi-tay-rua-bang-song-sieu-am-ultrasonic-washer-uwa1vn-mau-vang.htm,WashingMachine,upper door
MediaMart00675,Máy giặt 9.5Kg Midea MAN-9507 lồng đứng,Midea,5890000,https://mediamart.vn/may-giat/midea/may-giat-95kg-midea-man9507-long-dung.htm,WashingMachine,upper door
MediaMart00677,Máy giặt 8 Kg LG FC1408D4W Inverter có sấy 5 Kg,LG,11990000,https://mediamart.vn/may-giat/lg/may-giat-8-kg-lg-fc1408d4w-long-ngang-inverter-co-say-5-kg.htm,WashingMachine,front door
MediaMart00679,Máy giặt 95kg Hitachi SF-S95XC lồng đứng (bơm trợ lực),Hitachi,5490000,https://mediamart.vn/may-giat/hitachi/may-giat-95kg-hitachi-sfs95xc-long-dung-bom-tro-luc.htm,WashingMachine,upper door
MediaMart00680,Máy giặt AQUA 8.5KG AQD-A852ZT lồng ngang,Aqua,7990000,https://mediamart.vn/may-giat/aqua/may-giat-aqua-85kg-aqda852zt-long-ngang.htm,WashingMachine,front door
MediaMart00681,Máy giặt AQUA 9.8KG AQD-A982ZT lồng ngang,Aqua,9490000,https://mediamart.vn/may-giat/aqua/may-giat-aqua-98kg-aqda982zt-long-ngang.htm,WashingMachine,front door
MediaMart00681,Laptop HP Probook 450 G6 8GV30PA i7-8565U/Win10,HP,25790000,https://mediamart.vn/laptop/hp/laptop-hp-probook-450-g6-8gv30pa-i78565uwin10.htm,Laptop,no color,14'
MediaMart00682,Điện thoại Samsung Galaxy A20 SM-A205F Red,Samsung,3190000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-a20-sma205f-red.htm,MobilePhone,Red
MediaMart00683,Điện thoại Wiko Lenny 5 Vàng (DM),Wiko,1950000,https://mediamart.vn/smartphones/wiko/dien-thoai-wiko-lenny-5-vang-dm.htm,MobilePhone,Yellow
MediaMart00684,Điện Thoại Samsung Galaxy A01 SM-A015F (Black),Samsung,2590000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-a01-sma015f-black.htm,MobilePhone,Black
MediaMart00686,Điện Thoại Samsung Galaxy A01 SM-A015F (Blue),Samsung,2590000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-a01-sma015f-blue.htm,MobilePhone,Blue
MediaMart00687,Điện thoại Samsung Galaxy M21 SM-M215F 64GB Black,Samsung,5490000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-m21-smm215f-64gb-black.htm,MobilePhone,Black
MediaMart00688,Điện thoại Samsung Galaxy A11 SM-A115F (Blue),Samsung,3690000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-a11-sma115f-blue.htm,MobilePhone,Blue
MediaMart00689,Điện thoại OPPO CPH 2083-A12 3GB/32GB Xanh,Oppo,3490000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-cph-2083a12-3gb32gb-xanh.htm,MobilePhone,Blue
MediaMart00690,Điện thoại Samsung Galaxy A11 SM-A115F (Black),Samsung,3690000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-a11-sma115f-black.htm,MobilePhone,Black
MediaMart00691,Điện thoại Samsung Galaxy A11 SM-A115F (White),Samsung,3690000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-a11-sma115f-white.htm,MobilePhone,White
MediaMart00698,Điện Thoại Samsung Galaxy A01 SM-A015F (Red),Samsung,2590000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-a01-sma015f-red.htm,MobilePhone,Red
MediaMart00699,Điện thoại Samsung Galaxy M21 SM-M215F 64GB Blue,Samsung,5490000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-m21-smm215f-64gb-blue.htm,MobilePhone,Blue
